"condName","belief_avg","WEPT_max","policy_avg","MacArthur_SES","Share","country","Gender","Age","Education.2","Politics2_1","Politics2_9","Income"
"SciConsens",99.75,8,70,1,0,"usa",1,27,3,100,98,1
"DynamicNorm",63.25,8,62.7777777777778,5,2,"usa",2,36,3,53,57,4
"NegativeEmotions",86,0,93.3333333333333,6,1,"usa",2,28,3,21,20,5
"CollectAction",82,8,94.8888888888889,4,1,"usa",2,65,2,59,58,4
"Letter2Future",34.5,0,53.2222222222222,4,2,"usa",1,41,2,41,44,5
"DynamicNorm",31.25,8,34.8888888888889,3,2,"usa",2,48,3,83,82,4
"SciConsens",47.5,5,24.1111111111111,6,1,"usa",2,58,3,71,74,4
"FutureSelfCont",75,2,70.3333333333333,7,1,"usa",1,30,3,82,64,7
"DynamicNorm",61.25,2,60,5,1,"usa",2,37,3,2,6,5
"SystemJust",7.5,8,33.5555555555556,9,0,"usa",2,61,3,88,87,5
"BindingMoral",100,1,99.1111111111111,2,1,"usa",2,42,3,0,0,5
"PluralIgnorance",97,0,95.1111111111111,8,1,"usa",2,37,3,7,8,7
"PluralIgnorance",100,0,99.8888888888889,6,0,"usa",1,31,3,46,50,4
"FutureSelfCont",49.5,7,21.3333333333333,7,0,"usa",2,44,2,12,52,1
"PsychDistance",33,3,36.7777777777778,5,0,"usa",2,53,2,55,52,5
"SciConsens",100,8,92.3333333333333,4,2,"usa",1,66,3,4,6,3
"CollectAction",46.25,8,55.5555555555556,2,0,"usa",2,41,3,100,100,3
"Letter2Future",88.5,8,89.1111111111111,4,2,"usa",1,57,2,100,100,4
"Identity-Social-Norms-Intervention",81.25,2,75.6666666666667,7,0,"usa",2,40,3,89,82,7
"Identity-Social-Norms-Intervention",92,2,56.1111111111111,6,2,"usa",2,23,2,56,60,9
"FutureSelfCont",96.25,1,94.2222222222222,5,1,"usa",1,45,2,100,100,4
"Control",82.25,8,72.3333333333333,7,1,"usa",1,44,4,78,71,7
"BindingMoral",57,8,50.8888888888889,5,0,"usa",1,31,2,56,44,1
"NegativeEmotions",62.75,0,48,5,2,"usa",2,23,4,61,58,2
"SciConsens",89.75,8,59.7777777777778,1,1,"usa",2,47,2,NA,NA,2
"DynamicNorm",68.25,8,64.6666666666667,9,2,"usa",2,21,2,49,100,6
"PluralIgnorance",66,1,65,1,1,"usa",2,37,3,55,56,4
"DynamicNorm",77.25,1,22.7777777777778,1,0,"usa",2,18,2,NA,NA,1
"NegativeEmotions",89.5,8,84.1111111111111,5,1,"usa",1,72,3,5,6,5
"PluralIgnorance",66.5,2,64.7777777777778,5,1,"usa",2,37,4,83,74,7
"SciConsens",100,8,88.6666666666667,8,0,"usa",2,32,4,0,0,5
"Identity-Social-Norms-Intervention",83.5,8,47.4444444444444,4,2,"usa",2,22,2,46,NA,4
"Letter2Future",90.25,2,94.3333333333333,4,1,"usa",2,25,3,97,72,5
"Identity-Social-Norms-Intervention",58.25,1,54.5555555555556,10,1,"usa",2,25,4,30,55,6
"SystemJust",65,0,39.2222222222222,2,2,"usa",1,69,3,45,56,4
"Control",66.5,2,63.4444444444444,8,1,"usa",2,42,2,51,63,2
"Identity-Social-Norms-Intervention",85.75,8,49.2222222222222,2,1,"usa",2,21,3,74,75,4
"DynamicNorm",10.25,8,10.3333333333333,7,0,"usa",1,71,3,62,55,5
"PsychDistance",88.5,4,77.5555555555556,7,1,"usa",2,32,2,76,74,4
"PsychDistance",54.75,1,57.6666666666667,9,1,"usa",2,22,4,97,63,7
"PluralIgnorance",12.75,8,17,8,0,"usa",1,63,3,79,80,7
"BindingMoral",81,8,74.5555555555556,8,1,"usa",1,40,2,39,42,4
"FutureSelfCont",96,0,97.2222222222222,6,0,"usa",2,63,3,28,23,5
"CollectAction",100,8,77.7777777777778,5,2,"usa",2,64,3,53,51,5
"SciConsens",96,1,93.4444444444444,6,1,"usa",2,25,3,5,7,4
"DynamicNorm",100,8,92.2222222222222,7,2,"usa",2,67,3,40,33,4
"Letter2Future",53,0,62.2222222222222,6,2,"usa",1,59,3,57,37,6
"PsychDistance",100,8,90.5555555555556,6,2,"usa",1,54,2,23,24,9
"Identity-Social-Norms-Intervention",54.75,1,25.1111111111111,7,0,"usa",2,59,2,90,91,4
"SystemJust",4.25,8,16.1111111111111,8,2,"usa",1,68,4,60,92,8
"Control",0.75,8,0.888888888888889,7,0,"usa",1,70,3,91,91,5
"PluralIgnorance",57,8,54.6666666666667,7,1,"usa",2,31,4,45,51,8
"PsychDistance",96.25,8,51.3333333333333,8,1,"usa",1,31,4,57,37,8
"Control",31.5,8,33.1111111111111,5,0,"usa",2,72,3,92,98,4
"PsychDistance",100,8,100,3,1,"usa",2,73,3,23,52,4
"FutureSelfCont",86.5,0,82.2222222222222,7,1,"usa",1,45,4,63,54,6
"Control",97.75,3,57.1111111111111,5,0,"usa",2,51,2,46,46,4
"SystemJust",100,8,80.5555555555556,3,0,"usa",1,62,3,1,1,1
"CollectAction",47.75,1,33.4444444444444,6,2,"usa",2,21,2,NA,NA,9
"Control",65,0,73.4444444444444,5,0,"usa",1,64,3,86,48,5
"SystemJust",80,1,53.8888888888889,5,1,"usa",2,18,2,35,48,1
"Letter2Future",100,8,91.8888888888889,6,2,"usa",1,70,3,19,20,3
"PluralIgnorance",97.75,8,95.5555555555556,7,1,"usa",2,70,3,4,6,4
"SystemJust",100,0,100,5,2,"usa",1,71,4,0,0,5
"SystemJust",100,8,87.7777777777778,3,1,"usa",2,22,2,0,0,1
"Identity-Social-Norms-Intervention",84.25,8,38.2222222222222,6,2,"usa",1,45,3,51,62,6
"SciConsens",81,2,80.2222222222222,7,1,"usa",1,30,3,81,84,6
"CollectAction",82.25,8,53.6666666666667,7,1,"usa",1,40,4,98,51,6
"Control",85.5,0,70.3333333333333,8,2,"usa",2,23,2,63,68,4
"Control",51.75,8,56,2,1,"usa",1,62,2,17,23,1
"DynamicNorm",88,8,63.4444444444444,3,2,"usa",2,67,3,51,73,4
"PsychDistance",1,8,2.77777777777778,5,2,"usa",1,71,3,72,72,6
"DynamicNorm",100,8,100,10,1,"usa",1,41,4,100,100,7
"PsychDistance",70.5,2,66.8888888888889,7,1,"usa",1,35,4,60,78,7
"CollectAction",86.25,8,81.6666666666667,7,1,"usa",1,69,3,76,78,5
"Identity-Social-Norms-Intervention",98.25,8,74.8888888888889,7,0,"usa",2,70,3,40,77,5
"DynamicNorm",0,0,27.7777777777778,4,0,"usa",2,55,4,50,49,5
"CollectAction",41,8,50,5,1,"usa",2,53,4,83,82,4
"CollectAction",76,1,55.7777777777778,5,1,"usa",1,41,2,63,58,4
"PluralIgnorance",61.25,8,52.3333333333333,6,0,"usa",1,67,4,52,32,5
"SciConsens",84.5,2,76.8888888888889,6,1,"usa",2,27,3,75,54,5
"DynamicNorm",44,7,46.6666666666667,7,0,"usa",2,66,3,53,50,4
"Letter2Future",97.25,4,94.5555555555556,3,1,"usa",2,58,2,NA,NA,2
"SystemJust",100,8,95.1111111111111,4,0,"usa",2,72,3,1,1,4
"PluralIgnorance",100,8,100,3,2,"usa",2,40,5,10,11,4
"BindingMoral",70.5,8,75.6666666666667,5,0,"usa",2,46,2,5,5,4
"BindingMoral",83.75,8,87,9,1,"usa",1,31,3,81,80,7
"Control",17.25,8,34,4,0,"usa",2,46,2,56,51,4
"CollectAction",91,0,88.1111111111111,8,2,"usa",1,63,3,79,77,7
"SciConsens",75.5,8,65.8888888888889,3,0,"usa",1,66,3,18,71,2
"DynamicNorm",100,8,89.4444444444444,1,0,"usa",2,64,2,24,24,3
"FutureSelfCont",56.75,8,62.6666666666667,8,1,"usa",2,33,2,54,49,3
"SciConsens",64.5,0,66.8888888888889,8,1,"usa",1,40,3,63,64,7
"CollectAction",6.25,0,3.55555555555556,5,0,"usa",2,58,2,100,100,4
"NegativeEmotions",98.75,8,90.6666666666667,6,1,"usa",2,37,4,1,1,5
"NegativeEmotions",84.25,8,62,6,2,"usa",2,72,3,21,19,4
"Identity-Social-Norms-Intervention",81.75,2,46.4444444444444,7,1,"usa",2,62,4,34,53,8
"Control",66.75,8,54.2222222222222,2,1,"usa",2,50,3,100,100,9
"Identity-Social-Norms-Intervention",66.75,4,74.8888888888889,8,1,"usa",2,21,2,74,41,3
"PsychDistance",89.75,8,51.6666666666667,7,2,"usa",1,50,3,49,53,6
"SciConsens",50.25,0,50,8,1,"usa",1,36,5,51,51,5
"FutureSelfCont",41.25,1,46.7777777777778,6,0,"usa",1,60,4,76,74,7
"DynamicNorm",94.75,8,92.8888888888889,8,1,"usa",1,73,3,55,52,5
"BindingMoral",62.75,6,55,4,0,"usa",2,68,3,91,91,5
"Control",100,8,86.6666666666667,4,0,"usa",2,66,3,5,5,5
"PsychDistance",80,8,67.2222222222222,7,1,"usa",1,73,3,21,26,6
"DynamicNorm",79.25,2,81.1111111111111,7,1,"usa",1,45,4,12,20,7
"PsychDistance",83.25,0,67,6,1,"usa",2,45,4,78,87,6
"DynamicNorm",29,8,28.6666666666667,4,0,"usa",1,63,3,95,95,4
"BindingMoral",4.5,8,27.3333333333333,3,2,"usa",2,69,3,51,51,3
"Letter2Future",63.75,8,23.1111111111111,8,2,"usa",2,31,3,NA,NA,4
"Identity-Social-Norms-Intervention",100,3,98.7777777777778,3,1,"usa",2,59,2,64,54,3
"CollectAction",96.25,8,81.6666666666667,2,1,"usa",2,50,3,50,55,4
"SystemJust",80.75,8,82.7777777777778,9,1,"usa",1,31,3,84,89,7
"FutureSelfCont",4.75,1,5.44444444444444,6,0,"usa",2,18,2,NA,NA,9
"PluralIgnorance",28.5,8,55.6666666666667,5,2,"usa",1,72,3,71,61,5
"PluralIgnorance",100,8,94.4444444444444,6,1,"usa",2,71,2,61,57,3
"NegativeEmotions",14.5,0,21.7777777777778,7,1,"usa",2,48,4,74,74,5
"SciConsens",76.75,2,76.6666666666667,9,1,"usa",1,40,3,84,77,8
"Letter2Future",0,0,0.111111111111111,10,0,"usa",1,69,4,NA,100,4
"CollectAction",24,8,17.4444444444444,2,2,"usa",2,56,3,50,47,1
"SciConsens",40.5,1,39.7777777777778,10,1,"usa",2,35,4,37,58,7
"Identity-Social-Norms-Intervention",60.25,2,79.1111111111111,4,2,"usa",1,70,3,23,39,3
"DynamicNorm",11.5,5,11.6666666666667,6,0,"usa",1,69,3,59,60,5
"Identity-Social-Norms-Intervention",61.25,8,26.7777777777778,7,2,"usa",2,64,3,6,5,5
"PluralIgnorance",91.5,0,87.5555555555556,8,0,"usa",2,67,3,NA,98,3
"FutureSelfCont",52.75,5,56,7,1,"usa",2,30,2,54,53,2
"CollectAction",96.5,8,86.4444444444444,6,1,"usa",2,47,2,94,73,4
"PsychDistance",75.5,8,57,8,2,"usa",2,22,3,48,57,4
"SystemJust",96.25,8,66.7777777777778,3,1,"usa",2,25,3,45,55,4
"FutureSelfCont",79.25,2,82.8888888888889,10,1,"usa",2,38,4,66,62,2
"NegativeEmotions",85,0,63.7777777777778,4,0,"usa",1,46,4,29,10,4
"BindingMoral",84.25,0,73.1111111111111,8,1,"usa",1,45,4,7,5,8
"Control",60,8,46,7,2,"usa",1,67,3,NA,NA,4
"CollectAction",100,8,89.4444444444444,4,0,"usa",2,42,4,0,0,5
"DynamicNorm",100,5,75.8888888888889,3,2,"usa",2,70,2,85,53,4
"PsychDistance",4.75,0,47.3333333333333,2,1,"usa",1,68,2,54,92,5
"SciConsens",85.25,8,0,1,2,"usa",2,48,2,50,53,1
"BindingMoral",81.75,8,65.5555555555556,3,1,"usa",2,70,3,23,22,3
"CollectAction",73,2,78.7777777777778,5,1,"usa",4,35,3,42,64,5
"PluralIgnorance",98,0,93.3333333333333,8,1,"usa",1,38,4,98,96,6
"BindingMoral",70.5,8,62.5555555555556,3,1,"usa",2,28,2,66,84,5
"Control",100,2,77,6,2,"usa",2,31,4,51,50,5
"BindingMoral",78.25,2,70.1111111111111,4,1,"usa",2,58,2,52,55,3
"NegativeEmotions",6.25,0,8.11111111111111,6,2,"usa",2,68,3,100,100,4
"Identity-Social-Norms-Intervention",56.75,0,50.3333333333333,6,0,"usa",2,43,3,54,NA,4
"Identity-Social-Norms-Intervention",97,8,74.4444444444444,5,2,"usa",2,69,3,43,47,4
"FutureSelfCont",41.75,2,50.5555555555556,8,2,"usa",2,70,3,75,78,5
"SciConsens",75.25,0,88.8888888888889,2,0,"usa",4,20,2,3,4,9
"PsychDistance",100,8,100,3,2,"usa",2,67,3,3,5,2
"PluralIgnorance",95.5,8,61.3333333333333,3,0,"usa",2,46,3,56,55,1
"BindingMoral",80.5,1,84.5555555555556,10,1,"usa",1,30,4,86,83,7
"CollectAction",63,0,60,3,0,"usa",1,50,2,54,84,4
"FutureSelfCont",55.25,8,70,8,2,"usa",2,69,2,50,54,4
"SystemJust",12.75,8,56.4444444444444,3,1,"usa",2,64,2,100,100,4
"PsychDistance",83.75,8,78.4444444444444,7,2,"usa",1,26,3,83,16,5
"Letter2Future",100,4,85.8888888888889,3,2,"usa",2,66,4,33,49,2
"PsychDistance",68,7,48.6666666666667,4,2,"usa",2,72,2,60,61,3
"BindingMoral",5.5,0,15.3333333333333,4,0,"usa",1,41,2,53,69,4
"SystemJust",94.5,8,78.3333333333333,4,1,"usa",2,71,2,53,54,3
"FutureSelfCont",13.25,1,38.3333333333333,6,0,"usa",2,73,4,100,100,5
"SciConsens",86.5,2,78.6666666666667,8,1,"usa",1,72,3,55,52,5
"SystemJust",1.25,0,2.11111111111111,8,0,"usa",1,64,3,89,91,5
"NegativeEmotions",65.25,3,55.2222222222222,4,1,"usa",2,30,3,79,40,4
"CollectAction",100,2,81.6666666666667,7,0,"usa",2,53,3,35,39,5
"Control",89.25,8,62.8888888888889,3,0,"usa",2,45,3,64,63,3
"NegativeEmotions",4.25,0,21.8888888888889,3,2,"usa",1,59,2,86,87,3
"DynamicNorm",63.5,8,70,4,1,"usa",1,40,4,72,73,7
"SystemJust",48.5,8,21.4444444444444,4,0,"usa",2,65,2,100,100,4
"SciConsens",58.25,8,44.4444444444444,4,2,"usa",1,65,2,71,81,3
"PsychDistance",74.25,3,70.6666666666667,7,1,"usa",2,36,4,75,71,7
"PluralIgnorance",32.75,8,58,4,0,"usa",2,68,3,78,82,4
"SciConsens",49.5,0,58.3333333333333,4,2,"usa",1,40,3,50,50,4
"PluralIgnorance",100,8,74.2222222222222,3,0,"usa",2,64,3,37,27,2
"PluralIgnorance",71.5,7,91.4444444444444,8,0,"usa",2,58,3,70,80,5
"FutureSelfCont",66,0,62.6666666666667,6,1,"usa",2,45,4,71,52,6
"Letter2Future",74,8,75.4444444444444,6,0,"usa",1,65,2,83,84,5
"PsychDistance",89.5,3,84.4444444444444,10,1,"usa",2,35,3,100,96,3
"BindingMoral",83.5,8,78.7777777777778,8,1,"usa",1,48,4,65,80,5
"FutureSelfCont",98.5,8,98.4444444444444,6,1,"usa",1,46,2,9,48,6
"SystemJust",96,8,82.5555555555556,5,2,"usa",2,70,3,77,73,6
"DynamicNorm",75.25,8,88.5555555555556,1,1,"usa",2,31,3,99,100,1
"PluralIgnorance",84,8,56.5555555555556,9,1,"usa",1,38,3,100,100,8
"Identity-Social-Norms-Intervention",6.25,1,17.2222222222222,7,0,"usa",1,74,3,90,96,5
"DynamicNorm",48.75,8,39.4444444444444,5,0,"usa",1,32,2,50,50,1
"Letter2Future",85,1,76.4444444444444,8,1,"usa",1,36,3,64,69,7
"PluralIgnorance",56.25,2,50.5555555555556,9,2,"usa",1,67,3,53,55,5
"Control",86.25,8,74.3333333333333,4,0,"usa",2,64,3,39,38,4
"Control",67.75,1,77.1111111111111,8,1,"usa",2,21,3,85,85,5
"CollectAction",73.75,1,76.7777777777778,6,0,"usa",2,35,3,52,52,6
"Control",96,0,7.77777777777778,7,1,"usa",1,33,3,86,84,6
"Identity-Social-Norms-Intervention",14.75,8,29.4444444444444,6,0,"usa",1,49,3,54,52,2
"NegativeEmotions",4,8,0.555555555555556,6,2,"usa",2,67,3,51,76,9
"PsychDistance",57.75,8,43.6666666666667,7,0,"usa",1,70,3,73,66,5
"PluralIgnorance",59.5,0,47,5,0,"usa",1,69,3,100,100,4
"DynamicNorm",73,4,62.5555555555556,6,2,"usa",1,66,3,56,42,4
"PluralIgnorance",6.25,8,9.77777777777778,5,0,"usa",2,52,2,49,51,1
"BindingMoral",95.75,8,89,7,2,"usa",1,68,3,24,26,7
"FutureSelfCont",96.75,8,98.7777777777778,10,1,"usa",1,40,4,100,100,6
"SciConsens",85.5,8,76.6666666666667,7,0,"usa",2,32,3,51,51,6
"SystemJust",42.75,2,43.7777777777778,7,1,"usa",1,31,3,100,94,6
"Identity-Social-Norms-Intervention",64.75,3,68.2222222222222,8,1,"usa",1,40,4,55,66,8
"PsychDistance",100,8,99.1111111111111,4,1,"usa",2,70,3,31,30,5
"FutureSelfCont",86.5,0,87.3333333333333,4,2,"usa",2,32,3,0,0,1
"DynamicNorm",95.5,8,74.7777777777778,3,1,"usa",2,53,3,59,55,4
"NegativeEmotions",92.5,8,71.3333333333333,4,0,"usa",2,62,3,54,54,2
"Identity-Social-Norms-Intervention",100,8,86,8,1,"usa",2,62,3,0,0,5
"SciConsens",57.5,0,60,8,2,"usa",1,24,5,NA,NA,9
"CollectAction",4.75,8,7.11111111111111,5,2,"usa",1,66,3,61,62,6
"SystemJust",66.5,8,46.8888888888889,10,1,"usa",1,41,2,60,79,6
"BindingMoral",100,8,94.4444444444444,7,2,"usa",2,70,3,100,100,6
"NegativeEmotions",98,3,100,5,1,"usa",2,52,3,47,52,3
"NegativeEmotions",81,8,57.5555555555556,6,0,"usa",2,59,3,52,53,5
"NegativeEmotions",91.25,7,66.6666666666667,6,2,"usa",2,22,3,38,35,5
"PluralIgnorance",70.25,8,57.1111111111111,2,0,"usa",2,70,3,77,69,4
"DynamicNorm",0,8,29.8888888888889,10,2,"usa",1,66,2,100,100,2
"PsychDistance",100,8,88.8888888888889,2,2,"usa",2,22,2,2,29,4
"Letter2Future",100,8,54.7777777777778,7,1,"usa",1,43,4,100,100,8
"SystemJust",66,8,50.7777777777778,10,1,"usa",2,40,3,43,50,6
"SystemJust",85.25,2,69.2222222222222,7,1,"usa",2,42,3,81,85,5
"PsychDistance",100,8,100,3,1,"usa",1,67,3,4,3,2
"Identity-Social-Norms-Intervention",100,8,94.5555555555556,6,1,"usa",1,40,4,31,50,7
"FutureSelfCont",10,8,33.3333333333333,1,2,"usa",1,38,2,53,60,4
"CollectAction",25.25,8,50,5,2,"usa",2,61,3,76,79,3
"PluralIgnorance",75.75,8,56.2222222222222,6,0,"usa",2,56,2,54,62,5
"BindingMoral",97.25,8,98.7777777777778,7,1,"usa",1,43,4,100,100,8
"DynamicNorm",86.5,8,77.1111111111111,6,1,"usa",1,51,2,78,73,3
"Identity-Social-Norms-Intervention",56.25,0,53.1111111111111,5,1,"usa",1,19,4,68,40,5
"Control",84.25,8,67.1111111111111,3,2,"usa",2,59,3,53,53,2
"Control",19.5,1,41,3,0,"usa",2,44,3,53,53,3
"DynamicNorm",23.5,8,52.8888888888889,7,1,"usa",2,50,3,10,13,4
"BindingMoral",92.5,4,86.3333333333333,5,1,"usa",2,74,2,5,4,3
"FutureSelfCont",22.75,8,36.4444444444444,7,0,"usa",2,59,3,91,91,5
"Letter2Future",59.5,0,62.4444444444444,4,1,"usa",2,51,2,67,43,5
"NegativeEmotions",22.5,0,61,4,2,"usa",2,20,2,52,48,2
"SciConsens",82.75,0,66.3333333333333,7,1,"usa",2,43,3,77,89,3
"SciConsens",54.25,8,65.4444444444444,9,1,"usa",2,60,3,50,65,5
"SystemJust",67.75,8,33.1111111111111,5,2,"usa",1,38,3,46,48,4
"Identity-Social-Norms-Intervention",53.25,8,37.5555555555556,5,2,"usa",2,70,3,75,88,4
"PsychDistance",88.5,3,73.2222222222222,8,0,"usa",2,40,3,11,18,6
"DynamicNorm",93,8,92.3333333333333,7,0,"usa",2,51,4,15,31,7
"DynamicNorm",89.5,8,61.5555555555556,5,2,"usa",2,43,2,48,50,4
"PsychDistance",98,0,78.3333333333333,4,1,"usa",2,54,3,14,15,4
"Letter2Future",100,0,87.6666666666667,5,1,"usa",2,66,2,93,98,2
"SystemJust",11.5,0,47.1111111111111,3,0,"usa",1,66,2,84,83,3
"PluralIgnorance",75.75,8,30.6666666666667,3,2,"usa",2,32,3,42,19,5
"BindingMoral",37,8,27.4444444444444,2,0,"usa",2,70,2,100,100,4
"BindingMoral",100,8,70.3333333333333,6,0,"usa",1,71,3,5,8,9
"SciConsens",5.75,1,3.77777777777778,5,0,"usa",2,69,3,96,96,4
"PluralIgnorance",75.75,0,52.4444444444444,6,0,"usa",2,58,3,NA,NA,5
"SciConsens",100,1,68.3333333333333,7,1,"usa",2,22,2,100,100,5
"Identity-Social-Norms-Intervention",100,0,63.3333333333333,1,2,"usa",2,27,3,48,54,1
"CollectAction",100,8,99.8888888888889,2,2,"usa",1,48,4,100,98,3
"SystemJust",100,8,72.7777777777778,5,0,"usa",2,37,3,63,96,5
"SciConsens",52,0,56.7777777777778,5,0,"usa",1,41,3,97,96,5
"BindingMoral",95.5,1,73.7777777777778,5,1,"usa",1,65,2,48,63,5
"NegativeEmotions",15.75,8,26.2222222222222,7,2,"usa",2,60,3,84,58,6
"CollectAction",97.5,8,76.5555555555556,5,0,"usa",2,53,2,53,95,6
"DynamicNorm",86.25,8,84.5555555555556,7,0,"usa",2,61,3,59,51,5
"Identity-Social-Norms-Intervention",94.5,3,84.8888888888889,4,2,"usa",2,67,3,3,5,5
"FutureSelfCont",85.25,8,63.7777777777778,7,0,"usa",2,37,3,3,2,3
"BindingMoral",75.5,8,56.6666666666667,6,2,"usa",1,62,2,48,60,3
"NegativeEmotions",86,8,82.7777777777778,6,2,"usa",2,56,4,29,29,1
"DynamicNorm",100,4,96.5555555555556,5,2,"usa",1,29,3,11,11,5
"CollectAction",70.75,2,58.1111111111111,7,0,"usa",2,28,3,52,51,3
"SystemJust",52.5,8,75.2222222222222,5,2,"usa",2,59,2,50,49,4
"PluralIgnorance",91.5,2,69.2222222222222,7,0,"usa",2,66,3,81,85,4
"PsychDistance",100,1,92.1111111111111,7,2,"usa",2,68,3,5,37,3
"CollectAction",7.75,0,18.7777777777778,6,0,"usa",1,65,3,89,89,5
"PsychDistance",34,0,30.7777777777778,5,2,"usa",2,55,2,73,79,5
"Control",80.5,1,61,5,0,"usa",2,53,4,81,80,8
"SystemJust",84.5,0,73.3333333333333,6,1,"usa",2,69,3,80,54,4
"SciConsens",0.5,0,53.6666666666667,3,2,"usa",2,60,3,100,100,1
"FutureSelfCont",64.25,8,63.5555555555556,9,2,"usa",1,47,4,51,71,7
"SystemJust",7,8,48,6,0,"usa",1,65,2,NA,NA,4
"Identity-Social-Norms-Intervention",100,8,100,3,1,"usa",2,59,3,100,100,5
"SystemJust",91.25,0,64.5555555555556,7,2,"usa",2,42,3,NA,NA,9
"BindingMoral",42,8,47,7,0,"usa",2,55,3,84,82,5
"FutureSelfCont",84.25,8,73.1111111111111,6,2,"usa",2,64,3,90,90,5
"DynamicNorm",5.25,8,33.5555555555556,4,1,"usa",2,56,2,98,99,5
"DynamicNorm",58.5,8,44.1111111111111,6,0,"usa",2,38,3,50,51,6
"Letter2Future",78,0,71.5555555555556,9,1,"usa",1,27,2,78,69,4
"BindingMoral",85.5,8,70.8888888888889,6,2,"usa",2,31,3,49,54,4
"PsychDistance",76.5,8,57,4,2,"usa",2,53,3,28,41,1
"NegativeEmotions",27,8,34.4444444444444,7,2,"usa",1,67,3,98,98,5
"Identity-Social-Norms-Intervention",98,0,55.4444444444444,7,1,"usa",2,24,3,72,NA,5
"CollectAction",75.5,8,33.1111111111111,5,1,"usa",1,40,2,92,74,1
"NegativeEmotions",100,8,77,6,2,"usa",2,69,3,52,51,5
"SystemJust",98.5,1,87.8888888888889,5,0,"usa",2,64,3,53,52,5
"CollectAction",1.75,0,4.66666666666667,4,0,"usa",1,59,3,51,76,4
"DynamicNorm",49.25,0,34.3333333333333,3,0,"usa",2,58,2,60,57,4
"Control",85.25,8,71.2222222222222,3,2,"usa",2,61,2,54,54,2
"NegativeEmotions",36.25,3,35.4444444444444,4,1,"usa",2,37,3,66,61,4
"Letter2Future",82,8,67.8888888888889,6,0,"usa",2,51,4,64,62,5
"SciConsens",87,8,77.7777777777778,6,1,"usa",2,64,3,54,52,4
"SciConsens",100,8,51.5555555555556,4,2,"usa",1,22,3,50,62,5
"Identity-Social-Norms-Intervention",58,8,56.3333333333333,9,0,"usa",2,34,3,64,50,5
"PluralIgnorance",58.75,2,57.3333333333333,7,0,"usa",2,39,4,68,66,4
"Control",100,8,100,5,1,"usa",2,36,3,14,18,5
"BindingMoral",0,8,10,3,0,"usa",2,70,3,100,100,3
"PluralIgnorance",92.75,8,77,4,2,"usa",2,61,3,47,48,4
"Control",100,8,98.2222222222222,6,0,"usa",2,66,3,3,3,4
"SystemJust",81.25,1,78.6666666666667,6,0,"usa",2,31,4,14,12,5
"BindingMoral",94.5,3,81.1111111111111,6,2,"usa",2,68,3,58,57,4
"BindingMoral",90.25,1,70.8888888888889,8,1,"usa",2,26,3,20,18,7
"Identity-Social-Norms-Intervention",100,8,91.6666666666667,5,1,"usa",2,44,4,0,0,4
"NegativeEmotions",94,1,80.4444444444444,5,1,"usa",1,47,3,48,57,5
"FutureSelfCont",15.25,0,26.4444444444444,3,0,"usa",1,51,3,82,87,3
"NegativeEmotions",98.25,8,69,5,0,"usa",2,66,3,51,50,5
"Control",100,8,88.8888888888889,4,2,"usa",2,48,3,51,54,3
"BindingMoral",100,8,89.4444444444444,5,0,"usa",2,70,3,3,54,4
"DynamicNorm",64.25,8,62.7777777777778,7,0,"usa",2,62,3,17,18,4
"PluralIgnorance",68.25,7,72.5555555555556,6,1,"usa",1,42,4,73,40,6
"PsychDistance",100,1,76.3333333333333,7,0,"usa",2,19,2,3,30,6
"Letter2Future",100,8,85,5,2,"usa",2,59,2,57,50,4
"Identity-Social-Norms-Intervention",54.5,8,57.2222222222222,7,0,"usa",2,51,2,49,5,2
"Control",100,8,100,7,1,"usa",2,66,2,1,0,3
"BindingMoral",41.25,0,35,5,0,"usa",1,60,4,49,51,6
"BindingMoral",81.75,8,79.8888888888889,3,0,"usa",1,37,3,27,76,3
"Control",77.75,8,53.2222222222222,3,2,"usa",1,64,2,52,81,9
"Letter2Future",100,8,94.1111111111111,6,2,"usa",2,57,4,51,51,8
"NegativeEmotions",86.25,8,84.7777777777778,7,1,"usa",2,74,3,94,97,6
"Control",67.75,0,17.1111111111111,3,2,"usa",2,36,2,NA,NA,1
"FutureSelfCont",50,8,0,7,1,"usa",2,40,2,55,51,2
"Identity-Social-Norms-Intervention",53.25,1,49.2222222222222,7,0,"usa",2,47,4,59,60,6
"SciConsens",99,8,73.6666666666667,7,0,"usa",2,33,3,2,2,7
"PluralIgnorance",88.25,8,47.2222222222222,6,0,"usa",2,20,4,49,90,1
"Letter2Future",97.5,8,98.1111111111111,5,2,"usa",2,60,2,67,62,5
"FutureSelfCont",100,8,62.8888888888889,3,2,"usa",2,45,2,52,52,5
"DynamicNorm",2.75,8,12.8888888888889,5,0,"usa",1,68,3,92,95,5
"NegativeEmotions",99.75,8,99.2222222222222,4,0,"usa",2,68,2,13,12,4
"PluralIgnorance",100,8,84.8888888888889,5,1,"usa",1,68,2,52,49,5
"SystemJust",74.75,8,88.5555555555556,6,1,"usa",2,38,2,NA,94,1
"FutureSelfCont",88.5,1,82.4444444444444,5,0,"usa",2,53,4,21,20,4
"NegativeEmotions",97,3,97.1111111111111,7,1,"usa",2,71,4,22,34,5
"FutureSelfCont",45.5,6,22.5555555555556,7,0,"usa",2,53,2,100,100,5
"Letter2Future",89.5,0,84.4444444444444,7,2,"usa",2,51,3,31,59,5
