"condName","belief_avg","WEPT_max","policy_avg","MacArthur_SES","Share","country","Gender","Age","Education.2","Politics2_1","Politics2_9","Income"
"Identity-Social-Norms-Intervention",72.75,8,69.4444444444444,5,2,"poland",1,39,2,100,100,1
"BindingMoral",96.75,8,85.1111111111111,7,1,"poland",2,48,3,38,34,9
"FutureSelfCont",54,1,50.8888888888889,5,1,"poland",1,48,2,51,51,2
"PsychDistance",98.75,8,62.7777777777778,1,2,"poland",1,28,3,NA,NA,3
"DynamicNorm",91.25,8,92,7,0,"poland",2,32,3,15,10,4
"FutureSelfCont",90.5,1,67.7777777777778,6,0,"poland",2,34,3,NA,NA,9
"Identity-Social-Norms-Intervention",70.75,2,70.6666666666667,5,1,"poland",1,28,3,64,51,5
"SystemJust",70.25,8,68.6666666666667,3,2,"poland",1,44,3,35,30,1
"SciConsens",38.5,8,49.1111111111111,4,0,"poland",1,29,3,67,67,3
"DynamicNorm",52,8,76.3333333333333,6,0,"poland",1,44,3,68,96,3
"Letter2Future",100,8,89.1111111111111,5,2,"poland",2,51,2,100,54,1
"SystemJust",100,8,61.1111111111111,3,1,"poland",2,21,3,1,61,9
"PluralIgnorance",90,8,63.8888888888889,8,2,"poland",2,57,2,22,20,4
"DynamicNorm",100,2,76.5555555555556,7,2,"poland",2,32,3,48,26,3
"NegativeEmotions",100,8,79.4444444444444,7,2,"poland",1,31,3,10,30,3
"Control",92.75,8,84,5,0,"poland",1,45,2,30,49,3
"SystemJust",50,3,30.5555555555556,6,2,"poland",1,32,3,49,100,4
"CollectAction",95.5,2,68.5555555555556,5,0,"poland",2,41,4,22,51,1
"Identity-Social-Norms-Intervention",98.25,8,99.1111111111111,7,2,"poland",1,69,4,98,100,3
"PsychDistance",98.75,8,98.8888888888889,3,0,"poland",1,53,2,21,28,2
"NegativeEmotions",91.25,2,72.7777777777778,7,2,"poland",2,38,3,22,22,4
"PsychDistance",56.5,8,36.3333333333333,6,0,"poland",1,56,3,50,78,4
"Control",69.75,8,68.4444444444444,6,1,"poland",2,52,3,12,NA,9
"Letter2Future",88.5,8,91.4444444444444,6,0,"poland",1,70,3,10,49,4
"CollectAction",54.25,3,61.6666666666667,3,0,"poland",1,35,3,51,48,4
"SystemJust",91.5,8,73.3333333333333,6,0,"poland",1,40,3,36,75,4
"Identity-Social-Norms-Intervention",79,8,59,5,2,"poland",1,62,3,32,21,1
"FutureSelfCont",71.25,8,62.5555555555556,5,0,"poland",1,19,3,NA,NA,3
"SciConsens",95.25,8,51,2,0,"poland",2,41,3,57,59,1
"DynamicNorm",38,1,33.4444444444444,7,0,"poland",1,43,3,78,72,9
"BindingMoral",100,8,84.5555555555556,7,0,"poland",2,38,4,37,51,9
"CollectAction",91.75,0,58.2222222222222,5,0,"poland",2,54,3,78,72,2
"PluralIgnorance",77,1,63.3333333333333,6,1,"poland",1,24,2,44,60,1
"SystemJust",100,8,86.4444444444444,7,0,"poland",1,21,3,23,59,3
"PsychDistance",56.25,8,47.7777777777778,4,0,"poland",2,39,3,67,83,3
"PsychDistance",31.75,8,48,1,0,"poland",2,38,3,100,3,1
"NegativeEmotions",93.25,1,58.4444444444444,7,1,"poland",2,36,3,26,23,2
"Control",11.5,2,34.3333333333333,7,0,"poland",1,42,4,93,93,9
"BindingMoral",70.5,3,52.6666666666667,7,0,"poland",2,25,2,91,60,2
"Identity-Social-Norms-Intervention",24.75,8,43.6666666666667,2,2,"poland",1,45,3,85,85,4
"PsychDistance",0,0,10.6666666666667,4,0,"poland",1,39,3,77,79,2
"SciConsens",100,8,78.2222222222222,2,2,"poland",1,30,4,49,49,9
"NegativeEmotions",76.5,8,61.5555555555556,3,0,"poland",2,38,3,2,6,3
"Identity-Social-Norms-Intervention",83.25,0,68.8888888888889,6,0,"poland",2,20,3,52,52,1
"DynamicNorm",84.25,1,66.3333333333333,5,1,"poland",1,41,3,49,48,3
"CollectAction",46.25,8,49.3333333333333,5,0,"poland",1,30,3,53,50,3
"Letter2Future",100,8,61.1111111111111,6,1,"poland",2,52,3,51,49,9
"Control",63,1,54,4,1,"poland",1,20,2,22,48,1
"SciConsens",24.75,1,33.3333333333333,6,0,"poland",1,20,3,73,87,9
"BindingMoral",66,1,62,5,0,"poland",1,22,3,51,100,3
"PluralIgnorance",1,8,0.888888888888889,5,0,"poland",1,56,3,77,76,4
"PsychDistance",52.5,8,0,6,0,"poland",1,27,2,NA,NA,1
"DynamicNorm",87.25,3,64.5555555555556,5,0,"poland",2,59,3,49,40,2
"Control",100,8,88.3333333333333,6,1,"poland",1,39,3,50,50,4
"PluralIgnorance",100,0,68.2222222222222,5,0,"poland",2,48,3,21,28,9
"Identity-Social-Norms-Intervention",85.25,8,35,5,0,"poland",2,28,3,NA,NA,3
"SystemJust",100,8,98.1111111111111,5,2,"poland",2,64,2,10,11,2
"NegativeEmotions",98,3,77,2,1,"poland",2,20,2,32,28,1
"BindingMoral",68,0,37.8888888888889,7,0,"poland",1,35,3,55,2,4
"DynamicNorm",71.5,0,69.7777777777778,5,0,"poland",1,54,2,57,71,4
"BindingMoral",100,1,92.1111111111111,8,0,"poland",2,53,3,54,53,4
"PsychDistance",0,0,22.7777777777778,1,2,"poland",2,57,3,NA,NA,1
"DynamicNorm",70.5,8,45.2222222222222,1,1,"poland",2,33,3,52,49,3
"FutureSelfCont",91.5,0,66.6666666666667,6,2,"poland",1,43,3,10,9,3
"Identity-Social-Norms-Intervention",70.75,4,74.2222222222222,1,2,"poland",1,59,2,50,50,1
"Letter2Future",85.25,0,66,7,1,"poland",2,27,3,69,73,9
"CollectAction",69.25,5,64.7777777777778,7,0,"poland",2,32,3,46,40,5
"PluralIgnorance",100,8,70.4444444444444,5,2,"poland",2,45,3,72,56,1
"SystemJust",93.25,8,81.2222222222222,6,1,"poland",2,60,3,11,34,3
"NegativeEmotions",77.75,8,53.3333333333333,8,1,"poland",1,45,3,98,95,5
"Control",79.75,3,52.1111111111111,5,0,"poland",1,31,3,5,100,3
"Control",64.25,8,62.4444444444444,5,0,"poland",1,34,3,43,44,3
"Identity-Social-Norms-Intervention",98.75,8,92.8888888888889,5,1,"poland",2,53,3,18,23,3
"SciConsens",90,4,71.4444444444444,7,0,"poland",2,22,3,12,31,2
"NegativeEmotions",61.5,8,72.6666666666667,6,1,"poland",2,54,3,90,89,3
"FutureSelfCont",89.5,8,63.2222222222222,1,2,"poland",2,57,2,50,50,2
"PluralIgnorance",55.75,8,80,6,0,"poland",1,63,3,46,46,3
"DynamicNorm",93,1,68.5555555555556,5,1,"poland",1,51,3,55,15,3
"SystemJust",100,8,90.4444444444444,6,1,"poland",1,67,3,40,8,3
"PsychDistance",51,8,61.2222222222222,3,2,"poland",1,49,2,NA,NA,9
"Letter2Future",67,0,57.3333333333333,5,0,"poland",2,30,3,49,47,1
"DynamicNorm",100,8,73.3333333333333,7,0,"poland",2,27,3,31,51,9
"CollectAction",99.25,8,95.1111111111111,4,2,"poland",2,49,3,28,28,3
"SciConsens",55,1,45.1111111111111,8,1,"poland",2,43,3,46,45,9
"Control",53.75,8,37.5555555555556,8,0,"poland",2,21,3,79,89,4
"CollectAction",61,0,24.4444444444444,5,0,"poland",1,35,3,40,42,3
"SciConsens",90.75,0,86.1111111111111,5,0,"poland",2,33,3,26,30,3
"BindingMoral",81.75,8,64.5555555555556,8,2,"poland",2,69,3,100,50,2
"FutureSelfCont",72,8,45.8888888888889,3,NA,"poland",1,56,2,49,51,1
"BindingMoral",99.25,8,67,6,0,"poland",2,50,3,51,52,1
"NegativeEmotions",100,2,83.3333333333333,2,1,"poland",1,26,3,87,75,2
"PsychDistance",97.75,8,78.1111111111111,7,1,"poland",1,66,2,5,5,3
"FutureSelfCont",95.5,0,57.6666666666667,1,0,"poland",2,50,2,NA,NA,1
"Control",100,5,80,6,1,"poland",2,25,2,50,47,4
"DynamicNorm",97.75,8,90.1111111111111,5,1,"poland",2,NA,3,22,22,9
"PsychDistance",99.75,8,96,6,1,"poland",2,51,3,16,11,2
"Control",93.5,0,77.3333333333333,5,1,"poland",1,32,3,NA,NA,2
"BindingMoral",84.75,0,84.2222222222222,7,0,"poland",2,43,3,57,67,9
"Identity-Social-Norms-Intervention",80.5,8,88,4,1,"poland",1,71,3,3,3,2
"PluralIgnorance",78.25,8,60.1111111111111,6,0,"poland",2,47,3,55,52,9
"FutureSelfCont",80.75,0,60.1111111111111,4,2,"poland",1,26,2,NA,NA,1
"SciConsens",100,0,59.6666666666667,3,2,"poland",2,25,3,50,51,9
"DynamicNorm",100,8,91.6666666666667,7,1,"poland",1,49,3,10,11,4
"PluralIgnorance",74.5,8,57.6666666666667,4,0,"poland",2,43,3,NA,NA,9
"DynamicNorm",100,3,73,6,1,"poland",2,25,2,53,57,4
"SystemJust",67.25,8,40.4444444444444,5,0,"poland",2,47,2,63,22,1
"PsychDistance",92.75,8,79.3333333333333,6,1,"poland",2,25,3,81,88,4
"CollectAction",23,8,38.2222222222222,5,0,"poland",1,75,3,52,48,3
"Identity-Social-Norms-Intervention",92,8,96.5555555555556,2,2,"poland",2,74,2,100,99,1
"Identity-Social-Norms-Intervention",68.75,3,75.4444444444444,5,0,"poland",2,22,2,16,50,1
"SystemJust",88.25,8,78,5,1,"poland",2,50,4,31,51,9
"CollectAction",57.5,8,55,5,0,"poland",1,44,3,54,49,4
"PsychDistance",93.25,2,83,7,2,"poland",2,51,3,20,48,4
"PluralIgnorance",57.25,8,37.6666666666667,6,0,"poland",2,29,3,95,91,2
"Letter2Future",100,8,85.3333333333333,6,0,"poland",2,38,3,51,52,9
"BindingMoral",77,2,54.3333333333333,6,0,"poland",1,55,3,22,24,3
"NegativeEmotions",96.25,7,82.6666666666667,7,1,"poland",2,34,3,51,72,4
"BindingMoral",21,1,32.5555555555556,6,2,"poland",1,42,4,61,60,9
"PluralIgnorance",100,8,66.7777777777778,5,2,"poland",1,19,2,51,51,3
"Identity-Social-Norms-Intervention",18.5,1,49.6666666666667,6,1,"poland",2,40,3,100,100,2
"NegativeEmotions",83.75,0,81.3333333333333,8,1,"poland",2,46,2,60,51,8
"Control",99.5,8,61,4,2,"poland",2,52,4,8,8,9
"PsychDistance",93.5,2,90.5555555555556,6,2,"poland",2,27,3,62,89,2
"SystemJust",69.25,8,83.1111111111111,9,1,"poland",2,40,3,48,50,5
"Identity-Social-Norms-Intervention",53.5,0,41.1111111111111,6,0,"poland",1,56,3,55,73,9
"SciConsens",79,8,63,7,0,"poland",2,64,2,100,100,2
"DynamicNorm",81.75,8,59.6666666666667,5,0,"poland",2,49,2,99,98,2
"FutureSelfCont",100,1,100,7,1,"poland",1,39,3,4,4,1
"PluralIgnorance",89.5,0,83.3333333333333,5,0,"poland",1,66,3,46,20,9
"NegativeEmotions",61.75,2,59.4444444444444,4,2,"poland",1,32,3,16,77,4
"Control",100,8,79.2222222222222,5,2,"poland",2,53,3,NA,NA,9
"CollectAction",100,8,84.2222222222222,7,0,"poland",1,70,3,58,3,3
"PsychDistance",9.5,1,49.7777777777778,6,0,"poland",2,51,3,18,6,3
"SciConsens",70.75,8,53.5555555555556,6,0,"poland",2,46,3,53,22,1
"SystemJust",100,8,82.8888888888889,5,0,"poland",2,29,3,17,18,9
"DynamicNorm",97.75,8,61.8888888888889,5,0,"poland",2,43,3,90,14,1
"SystemJust",86.75,2,71.1111111111111,7,0,"poland",1,63,2,48,18,4
"Control",100,8,88.8888888888889,3,2,"poland",1,38,3,51,53,2
"Identity-Social-Norms-Intervention",44.25,3,37.8888888888889,5,0,"poland",2,29,2,92,48,9
"BindingMoral",86.5,8,59,5,0,"poland",1,21,3,72,53,9
"NegativeEmotions",53,8,33.3333333333333,5,2,"poland",1,48,3,100,100,9
"Control",40.25,8,41.2222222222222,5,1,"poland",1,30,2,75,65,4
"PsychDistance",53.5,8,0,5,1,"poland",2,52,3,50,65,1
"FutureSelfCont",49.25,8,59.3333333333333,4,1,"poland",1,40,3,6,7,1
"BindingMoral",51.75,1,14.6666666666667,5,0,"poland",1,28,2,55,53,2
"PluralIgnorance",88,8,70.1111111111111,4,0,"poland",2,67,3,44,50,3
"Control",4.75,0,45.3333333333333,5,0,"poland",4,60,2,76,83,3
"NegativeEmotions",91.25,0,52.5555555555556,7,1,"poland",2,27,3,66,68,1
"SciConsens",55.75,1,27.1111111111111,6,0,"poland",1,30,2,58,62,2
"BindingMoral",100,7,67.6666666666667,7,1,"poland",2,48,3,1,1,5
"Letter2Future",84,8,85.2222222222222,8,1,"poland",2,39,3,2,51,4
"DynamicNorm",64.5,2,49.6666666666667,2,0,"poland",2,28,2,20,53,2
"PluralIgnorance",100,1,64,3,2,"poland",1,27,2,48,49,2
"CollectAction",86.5,3,66.1111111111111,5,0,"poland",2,36,2,NA,NA,9
"SystemJust",8.25,0,9.22222222222222,5,0,"poland",2,41,3,85,83,4
"NegativeEmotions",85.75,8,51.7777777777778,7,2,"poland",1,27,3,0,30,3
"DynamicNorm",78.5,8,67.6666666666667,4,1,"poland",2,38,3,57,55,2
"SystemJust",51,1,61,4,2,"poland",2,31,3,49,48,3
"PluralIgnorance",84.75,1,80.6666666666667,5,0,"poland",2,28,2,52,100,2
"SciConsens",100,8,65.5555555555556,6,1,"poland",2,66,3,51,49,4
"Letter2Future",88.25,8,91.2222222222222,7,1,"poland",1,72,3,12,10,3
"Identity-Social-Norms-Intervention",99.25,8,82.1111111111111,5,0,"poland",2,36,3,36,35,2
"Identity-Social-Norms-Intervention",63.75,8,64.7777777777778,4,1,"poland",1,28,3,53,55,7
"FutureSelfCont",94.75,8,82.6666666666667,7,2,"poland",1,46,3,31,72,2
"SystemJust",100,8,88.7777777777778,5,2,"poland",2,57,3,57,42,3
"Control",80.75,3,74,7,2,"poland",1,62,3,12,80,4
"Identity-Social-Norms-Intervention",38.25,2,21.6666666666667,4,2,"poland",2,29,3,28,29,2
"FutureSelfCont",78.5,8,52.4444444444444,5,0,"poland",1,26,3,49,49,1
"SciConsens",53.25,1,66.2222222222222,6,0,"poland",1,54,2,89,90,3
"PsychDistance",100,8,35.8888888888889,4,1,"poland",2,71,2,41,22,1
"Control",94,8,63,6,0,"poland",2,30,2,25,48,4
"PsychDistance",97,8,76.5555555555556,6,1,"poland",2,58,2,99,99,2
"DynamicNorm",82.75,8,78.3333333333333,6,1,"poland",1,57,3,23,66,3
"PluralIgnorance",100,4,67.1111111111111,5,0,"poland",2,41,4,16,31,3
"BindingMoral",4.25,8,27.6666666666667,4,2,"poland",2,63,2,51,50,1
"NegativeEmotions",68.25,8,45.8888888888889,6,2,"poland",2,61,2,100,59,1
"PluralIgnorance",100,0,77.4444444444444,3,1,"poland",1,57,3,50,51,1
"BindingMoral",88.5,8,68.8888888888889,3,2,"poland",1,21,2,51,51,9
"Identity-Social-Norms-Intervention",100,7,85.2222222222222,4,0,"poland",2,34,2,NA,NA,9
"PluralIgnorance",80.25,8,79.6666666666667,5,1,"poland",3,48,2,59,54,3
"DynamicNorm",100,8,80.4444444444444,8,2,"poland",1,38,3,32,34,4
"Letter2Future",51,8,56.7777777777778,5,0,"poland",2,39,2,NA,NA,9
"PsychDistance",64,8,53,6,2,"poland",2,41,2,NA,NA,9
"BindingMoral",67.75,8,71.2222222222222,7,2,"poland",2,25,2,100,100,4
"SystemJust",100,0,93.8888888888889,3,1,"poland",1,40,2,52,53,1
"PluralIgnorance",89,1,45.4444444444444,5,2,"poland",2,27,2,NA,NA,1
"FutureSelfCont",99.5,4,71.5555555555556,4,0,"poland",2,62,3,20,21,9
"Letter2Future",90.25,8,66.6666666666667,7,1,"poland",2,25,2,100,100,4
"SystemJust",25.25,7,29.5555555555556,6,0,"poland",1,29,3,68,94,9
"Identity-Social-Norms-Intervention",41.5,0,34.8888888888889,5,0,"poland",4,21,3,50,47,3
"SciConsens",74.5,8,71,7,1,"poland",1,22,2,90,76,2
"SciConsens",52,8,32.8888888888889,5,0,"poland",2,36,2,33,52,2
"Control",100,8,75.8888888888889,9,1,"poland",1,43,1,100,100,1
"PsychDistance",78.25,1,63.4444444444444,5,1,"poland",1,55,2,61,60,1
"PluralIgnorance",100,6,87.7777777777778,7,2,"poland",2,52,2,59,54,4
"NegativeEmotions",81.5,8,74.2222222222222,4,2,"poland",1,52,2,50,43,3
"PsychDistance",80.25,0,62.5555555555556,4,2,"poland",1,43,5,49,36,1
"CollectAction",50.5,0,61,2,1,"poland",1,34,2,50,55,1
"SystemJust",79.75,8,70.7777777777778,6,0,"poland",2,28,3,39,35,4
"Letter2Future",33.25,8,62.1111111111111,2,2,"poland",1,47,3,100,100,1
"NegativeEmotions",100,7,90.4444444444444,5,2,"poland",2,52,4,45,45,2
"CollectAction",7.75,2,22.7777777777778,4,0,"poland",1,60,2,67,70,1
"BindingMoral",46.75,0,55.5555555555556,5,1,"poland",2,48,2,35,35,2
"NegativeEmotions",77,0,49.4444444444444,5,0,"poland",2,18,5,NA,NA,9
"SciConsens",73.75,8,57.7777777777778,5,0,"poland",2,48,3,2,11,3
"FutureSelfCont",100,8,68.4444444444444,2,2,"poland",2,42,2,55,53,1
"PluralIgnorance",68.25,8,67.7777777777778,8,0,"poland",2,31,2,NA,NA,9
"Control",84.75,8,62.6666666666667,3,2,"poland",1,50,2,50,49,2
"BindingMoral",1.5,8,5.66666666666667,3,0,"poland",2,43,2,51,52,9
"Identity-Social-Norms-Intervention",98.5,4,78.1111111111111,3,0,"poland",2,36,2,55,53,9
"SystemJust",91,8,66.1111111111111,4,0,"poland",2,26,2,56,30,9
"SystemJust",38.75,8,33.6666666666667,4,2,"poland",2,27,3,39,33,1
"CollectAction",67.75,1,41.7777777777778,5,0,"poland",1,34,2,NA,NA,9
"CollectAction",100,4,100,5,1,"poland",1,47,3,17,22,2
"Control",95.75,8,85.3333333333333,5,0,"poland",2,NA,2,44,54,1
"SciConsens",38,8,60.5555555555556,5,2,"poland",1,40,2,62,54,1
"Control",88.25,8,55.5555555555556,8,1,"poland",2,29,2,57,60,2
"SciConsens",100,0,100,9,1,"poland",1,32,2,100,100,3
"PsychDistance",67.25,8,40.7777777777778,3,0,"poland",2,45,2,NA,NA,2
"FutureSelfCont",80.75,8,48.7777777777778,7,1,"poland",2,33,2,NA,NA,3
"SystemJust",79.25,8,68.5555555555556,6,0,"poland",1,44,2,54,56,4
"DynamicNorm",73.25,8,88.2222222222222,5,2,"poland",1,52,2,53,71,9
"BindingMoral",25.25,8,51.4444444444444,3,2,"poland",1,54,2,93,50,1
"PluralIgnorance",57.25,8,39,5,0,"poland",2,36,2,48,51,2
"Control",91.5,8,61.1111111111111,6,0,"poland",1,20,2,21,38,3
"DynamicNorm",100,0,85.4444444444444,6,0,"poland",2,59,2,78,71,1
"BindingMoral",72.75,8,45.6666666666667,6,2,"poland",2,54,3,47,45,7
"NegativeEmotions",92,8,95.4444444444444,3,1,"poland",2,19,3,16,48,3
"Letter2Future",60,8,62,2,0,"poland",2,24,2,NA,NA,1
"SystemJust",100,8,82.1111111111111,2,2,"poland",1,55,2,61,56,2
"Identity-Social-Norms-Intervention",100,8,88.8888888888889,7,2,"poland",2,43,2,10,12,2
"BindingMoral",69.5,8,61.1111111111111,5,1,"poland",1,41,2,66,58,2
"FutureSelfCont",100,8,94.8888888888889,3,2,"poland",2,37,1,72,11,1
"NegativeEmotions",83.75,0,49,5,0,"poland",2,47,2,51,51,1
"SciConsens",100,8,99.3333333333333,1,2,"poland",2,54,2,59,63,1
"DynamicNorm",100,8,70,5,2,"poland",1,20,3,0,72,9
"SystemJust",100,8,40.7777777777778,5,1,"poland",2,33,2,NA,NA,9
"Identity-Social-Norms-Intervention",54.75,8,89.1111111111111,7,1,"poland",2,66,2,NA,NA,2
"CollectAction",97.5,8,81,3,2,"poland",1,53,2,57,31,1
"DynamicNorm",89.75,1,74.4444444444444,2,0,"poland",2,40,2,50,50,1
"PluralIgnorance",47,2,35.8888888888889,7,1,"poland",1,28,2,59,36,3
"SciConsens",100,8,77.7777777777778,5,0,"poland",2,20,2,30,31,9
"SciConsens",16.25,8,21.1111111111111,6,0,"poland",1,33,3,NA,100,2
"SystemJust",52,8,66.2222222222222,5,0,"poland",2,32,2,61,37,3
"CollectAction",57.25,1,59.2222222222222,8,0,"poland",1,37,2,57,52,1
"SciConsens",100,8,88,6,1,"poland",2,44,2,99,97,1
"FutureSelfCont",63,8,42.1111111111111,4,0,"poland",2,26,2,78,69,1
"PluralIgnorance",42.25,8,75.7777777777778,4,0,"poland",1,48,2,NA,NA,3
"Control",99,8,63.8888888888889,6,1,"poland",2,29,2,57,66,3
"FutureSelfCont",91.25,2,67.8888888888889,5,2,"poland",1,59,2,39,50,3
"SciConsens",64,8,71.3333333333333,5,0,"poland",2,65,5,99,53,9
"DynamicNorm",64.75,2,52.5555555555556,5,0,"poland",1,48,2,74,80,1
"Identity-Social-Norms-Intervention",47.75,8,0,5,0,"poland",2,48,5,NA,NA,9
"SciConsens",77.75,8,78.2222222222222,7,1,"poland",1,56,2,51,51,3
"BindingMoral",87,1,59.6666666666667,5,0,"poland",1,32,2,66,92,3
"CollectAction",75.5,0,47.3333333333333,10,0,"poland",2,47,3,46,54,1
"PsychDistance",85.75,8,65.5555555555556,6,0,"poland",1,72,2,50,51,3
"PluralIgnorance",79,8,36.1111111111111,3,0,"poland",2,51,5,NA,NA,9
"Identity-Social-Norms-Intervention",69,8,70.3333333333333,5,0,"poland",2,25,3,52,52,3
"NegativeEmotions",100,8,100,5,1,"poland",1,52,2,0,0,1
"SystemJust",92,0,59.5555555555556,6,0,"poland",2,32,2,91,78,2
"SystemJust",80.5,8,38.3333333333333,6,0,"poland",2,20,2,49,59,9
"Identity-Social-Norms-Intervention",42.25,2,36,4,1,"poland",1,50,2,45,51,2
"Identity-Social-Norms-Intervention",50.25,8,50.4444444444444,3,0,"poland",1,48,2,52,52,1
"BindingMoral",99.75,8,73.1111111111111,4,1,"poland",2,46,2,100,100,1
"NegativeEmotions",16.75,8,67.5555555555556,1,0,"poland",1,54,2,53,56,1
"PluralIgnorance",95.75,8,80.5555555555556,4,0,"poland",1,19,2,50,51,2
"BindingMoral",65.5,8,65.4444444444444,5,0,"poland",2,57,1,NA,NA,9
"FutureSelfCont",100,8,87.5555555555556,5,2,"poland",2,48,2,48,50,2
"FutureSelfCont",59,1,61.2222222222222,9,0,"poland",2,20,2,73,48,1
"Identity-Social-Norms-Intervention",99.5,8,76.4444444444444,6,1,"poland",1,62,2,71,69,1
"FutureSelfCont",48.5,8,46.8888888888889,6,2,"poland",2,49,2,NA,NA,3
"CollectAction",62.5,8,78.1111111111111,6,2,"poland",2,39,2,55,56,9
"NegativeEmotions",61,8,55.8888888888889,6,1,"poland",2,28,2,50,55,9
"NegativeEmotions",15,8,21.6666666666667,4,2,"poland",2,26,2,10,2,1
"SciConsens",100,0,54.2222222222222,6,0,"poland",1,18,2,50,50,2
"Letter2Future",100,8,66,3,0,"poland",2,26,2,55,58,1
"Control",97,8,77,4,0,"poland",1,51,2,90,87,3
"Letter2Future",66.75,8,50.6666666666667,3,0,"poland",1,36,3,60,51,1
"PsychDistance",100,8,72.8888888888889,5,2,"poland",2,47,2,NA,NA,1
"DynamicNorm",90,8,81.7777777777778,4,0,"poland",1,49,2,41,41,3
"Letter2Future",0,0,0,3,0,"poland",2,55,2,NA,NA,1
"SystemJust",74,8,74.3333333333333,3,0,"poland",2,49,2,51,48,9
"SciConsens",65.75,0,60,6,2,"poland",2,63,2,36,49,1
"NegativeEmotions",56.75,8,17.5555555555556,6,2,"poland",2,25,2,49,54,3
"CollectAction",90.5,8,77.7777777777778,5,2,"poland",1,64,2,29,28,9
"BindingMoral",55.25,3,45,5,2,"poland",1,32,2,50,1,1
"Identity-Social-Norms-Intervention",36.75,0,17.2222222222222,4,0,"poland",1,67,5,55,50,1
"Control",59,8,57.6666666666667,8,2,"poland",2,41,2,NA,NA,3
"SystemJust",92.5,8,65,4,0,"poland",2,22,3,NA,NA,3
"DynamicNorm",73,8,25.6666666666667,6,0,"poland",2,32,2,NA,NA,1
"Control",49,8,51.5555555555556,2,2,"poland",2,28,3,80,84,1
"NegativeEmotions",79.5,7,60.3333333333333,5,2,"poland",NA,42,2,NA,27,9
"Identity-Social-Norms-Intervention",89.75,8,84.4444444444444,4,1,"poland",1,57,2,14,11,3
"FutureSelfCont",67.5,1,66.4444444444444,1,0,"poland",2,25,2,NA,NA,1
"SystemJust",66.25,8,59.7777777777778,5,2,"poland",2,51,2,7,4,3
"PsychDistance",17.5,8,26.2222222222222,6,0,"poland",1,47,2,45,45,2
"CollectAction",100,8,83.8888888888889,2,0,"poland",2,51,2,NA,NA,1
"CollectAction",100,8,5.88888888888889,8,1,"poland",2,61,2,54,59,4
"NegativeEmotions",100,7,83.3333333333333,4,1,"poland",2,37,2,53,53,7
"CollectAction",100,0,99.5555555555556,6,1,"poland",2,18,2,NA,NA,9
"Control",86.5,8,73.3333333333333,3,2,"poland",2,36,2,64,62,1
"PsychDistance",91,0,76.8888888888889,6,2,"poland",2,54,2,43,45,1
"PsychDistance",7.25,8,33.5555555555556,7,0,"poland",1,40,2,80,78,1
"NegativeEmotions",95.5,8,90.4444444444444,7,0,"poland",2,55,2,97,98,3
"DynamicNorm",22.75,3,43.1111111111111,3,1,"poland",1,21,2,42,20,4
"PsychDistance",100,8,82.3333333333333,7,1,"poland",1,37,2,34,38,3
"BindingMoral",89.25,8,85,2,2,"poland",2,39,1,47,55,2
"NegativeEmotions",100,8,65.5555555555556,5,1,"poland",2,58,2,NA,NA,9
"Identity-Social-Norms-Intervention",64.25,8,52.4444444444444,6,0,"poland",2,33,2,51,52,1
"Control",52.75,2,48.7777777777778,4,0,"poland",2,23,2,55,52,1
"Letter2Future",100,0,64,3,0,"poland",1,36,2,50,50,1
"NegativeEmotions",24.25,8,36.6666666666667,5,0,"poland",2,40,3,NA,56,1
"PluralIgnorance",73,8,44.8888888888889,8,0,"poland",1,19,2,48,58,2
"Control",60.5,2,44.4444444444444,7,1,"poland",2,18,2,NA,NA,9
"SystemJust",92.25,8,53.8888888888889,4,0,"poland",4,18,2,10,8,3
"DynamicNorm",86.5,8,94.6666666666667,7,1,"poland",2,40,2,52,53,2
"PluralIgnorance",100,3,62.5555555555556,1,0,"poland",2,24,2,18,6,9
"NegativeEmotions",83.75,8,66.7777777777778,4,2,"poland",2,70,2,50,50,1
"PsychDistance",49,8,66.7777777777778,5,0,"poland",1,44,2,100,100,3
"Identity-Social-Norms-Intervention",86,8,82.7777777777778,4,2,"poland",2,52,2,97,98,1
"PsychDistance",78.75,8,69.2222222222222,6,2,"poland",2,72,2,52,52,9
"PsychDistance",66.5,0,63.6666666666667,6,0,"poland",1,31,2,75,75,3
"CollectAction",93.75,2,71.8888888888889,7,2,"poland",2,54,1,74,33,4
"DynamicNorm",77,2,58.3333333333333,3,1,"poland",2,45,2,NA,NA,1
"FutureSelfCont",89,8,62,5,2,"poland",2,60,2,52,55,1
"SystemJust",61,8,35.5555555555556,6,0,"poland",1,58,2,51,50,1
"Identity-Social-Norms-Intervention",80.25,8,61.4444444444444,6,1,"poland",1,48,2,35,14,2
"SciConsens",59.25,8,75.2222222222222,1,2,"poland",2,44,2,58,54,1
"DynamicNorm",100,8,80,5,2,"poland",1,48,2,37,17,1
"Control",44.75,8,33.3333333333333,2,2,"poland",1,74,2,100,100,1
"Letter2Future",71,3,51.1111111111111,3,0,"poland",2,40,1,NA,NA,9
"BindingMoral",100,8,69.1111111111111,7,1,"poland",2,70,2,5,6,9
"PluralIgnorance",14.75,0,51.3333333333333,5,0,"poland",1,31,2,53,54,1
"Identity-Social-Norms-Intervention",87.25,8,75.3333333333333,5,0,"poland",2,20,3,20,20,9
"PluralIgnorance",96.25,8,84.3333333333333,1,0,"poland",2,41,2,42,45,1
